image,mode,class,alias,prompt_text,threshold_box,threshold_text,n_detections,max_score,first_box_x1y1x2y2,hit
frame_0066.png,extras,traffic_cone,traffic cone,traffic cone.,0.2,0.2,2,0.2789,"[1127.526611328125, 937.2079467773438, 1150.763671875, 984.1915283203125]",1
frame_0066.png,extras,traffic_cone,road cone,road cone.,0.2,0.2,3,0.2426,"[2078.22021484375, 725.0914306640625, 2525.634033203125, 1256.9044189453125]",1
frame_0066.png,extras,traffic_cone,safety cone,safety cone.,0.2,0.2,1,0.2531,"[2080.260986328125, 726.3623657226562, 2522.28564453125, 1254.9849853515625]",1
frame_0066.png,extras,traffic_cone,orange cone,orange cone.,0.2,0.2,2,0.3389,"[1123.739990234375, 941.8760375976562, 1153.52734375, 987.5021362304688]",1
frame_0066.png,extras,traffic_cone,construction cone,construction cone.,0.2,0.2,3,0.3855,"[2078.247802734375, 725.0093994140625, 2524.618896484375, 1256.5244140625]",1
frame_0066.png,extras,traffic_cone,orange traffic cone,orange traffic cone.,0.2,0.2,3,0.4048,"[1121.85107421875, 936.5624389648438, 1155.71435546875, 988.9614868164062]",1
frame_0066.png,extras,trolley,trolley,trolley.,0.2,0.2,3,0.5003,"[2082.418212890625, 728.3668212890625, 2517.692138671875, 1252.2764892578125]",1
frame_0066.png,extras,trolley,hand cart,hand cart.,0.2,0.2,4,0.552,"[2081.114990234375, 726.920166015625, 2521.62060546875, 1255.165771484375]",1
frame_0066.png,extras,trolley,hand truck,hand truck.,0.2,0.2,8,0.4944,"[2080.0908203125, 726.7275390625, 2521.827392578125, 1255.044677734375]",1
frame_0066.png,extras,trolley,luggage cart,luggage cart.,0.2,0.2,5,0.645,"[2079.52783203125, 726.2186889648438, 2522.6171875, 1255.5299072265625]",1
frame_0066.png,extras,trolley,flatbed cart,flatbed cart.,0.2,0.2,2,0.5884,"[2078.9638671875, 725.0001220703125, 2522.8720703125, 1255.791259765625]",1
frame_0066.png,extras,trolley,push cart,push cart.,0.2,0.2,3,0.6299,"[2079.9765625, 726.1514282226562, 2522.35009765625, 1256.2147216796875]",1
frame_0066.png,extras,trolley,utility cart,utility cart.,0.2,0.2,3,0.6692,"[2078.190185546875, 725.3544921875, 2522.360107421875, 1256.5498046875]",1
frame_0066.png,extras,trolley,metal trolley,metal trolley.,0.2,0.2,3,0.4433,"[2077.17236328125, 724.978271484375, 2523.475341796875, 1256.8114013671875]",1
frame_0067.png,production,trailer,ALL_GROUP,utility trailer. open trailer. vehicle trailer. covered trailer.,0.18,0.18,8,0.5243,"[2183.275146484375, 696.7482299804688, 2738.527099609375, 1304.4429931640625]",1
frame_0067.png,production,electric utility vehicle+electric wheelchair+electric scooter,ALL_GROUP,electric utility vehicle. small electric cart. golf cart. white utility vehicle. powered mobility scooter. motorized wheelchair. mobility chair. electric wheelchair. two-wheeled scooter. stand-up scooter. electric kick scooter. kick scooter.,0.2,0.2,11,0.4978,"[1127.5755615234375, 574.1300659179688, 1848.5657958984375, 1009.3137817382812]",1
frame_0067.png,production,trolley,ALL_GROUP,trolley. hand cart. utility cart. push cart.,0.22,0.22,9,0.483,"[2183.759033203125, 695.1058959960938, 2738.1552734375, 1306.06982421875]",1
frame_0067.png,production,pair of ramps+basketball,ALL_GROUP,metal ramps on ground. two metal ramps. pair of ramps. vehicle loading ramp. round orange ball. rubber ball on ground. sports ball. basketball.,0.18,0.18,23,0.3884,"[881.0087890625, 1011.0202026367188, 998.73828125, 1133.8114013671875]",1
frame_0067.png,production,portable power station+umbrella,ALL_GROUP,portable power station. large power bank. battery box. power generator box. folded umbrella. open umbrella. shade umbrella. umbrella.,0.2,0.2,1,0.2656,"[241.94825744628906, 177.80218505859375, 1240.407470703125, 976.2410888671875]",1
frame_0067.png,production,rectangular table,ALL_GROUP,rectangular table. outdoor table. picnic table. folding table.,0.24,0.24,4,0.3526,"[925.8757934570312, 933.9639892578125, 1089.142822265625, 1122.2474365234375]",1
frame_0067.png,production,cardboard box,ALL_GROUP,cardboard box. brown cardboard box. shipping box.,0.26,0.26,1,0.4651,"[816.3648681640625, 1009.1448364257812, 905.4423828125, 1120.7806396484375]",1
frame_0067.png,production,chair,ALL_GROUP,chair. folding chair. outdoor chair. plastic chair.,0.3,0.3,2,0.3682,"[2185.899658203125, 697.2227172851562, 2736.9384765625, 1303.460693359375]",1
frame_0067.png,production,traffic cone,ALL_GROUP,traffic cone. road cone. safety cone. orange cone.,0.22,0.22,0,0.0,,0
frame_0067.png,production,prohibition sign,ALL_GROUP,red sign on ground. red circular sign. prohibition sign. red prohibition sign.,0.2,0.2,3,0.2311,"[1146.5316162109375, 1640.4066162109375, 1696.3409423828125, 1853.177001953125]",1
frame_0067.png,extras,cardboard_box,cardboard box,cardboard box.,0.2,0.2,1,0.6045,"[815.992431640625, 1009.5966186523438, 906.765625, 1120.7921142578125]",1
frame_0067.png,extras,cardboard_box,brown cardboard box,brown cardboard box.,0.2,0.2,1,0.6048,"[813.7683715820312, 1006.9979248046875, 907.326416015625, 1122.53125]",1
frame_0067.png,extras,cardboard_box,shipping box,shipping box.,0.2,0.2,6,0.4025,"[817.5877075195312, 1011.495361328125, 903.9893188476562, 1119.8341064453125]",1
frame_0067.png,extras,cardboard_box,small box,small box.,0.2,0.2,1,0.5766,"[815.06640625, 1008.7061157226562, 904.709716796875, 1121.520263671875]",1
frame_0067.png,extras,cardboard_box,package box,package box.,0.2,0.2,1,0.2522,"[818.0685424804688, 1011.7939453125, 904.3858642578125, 1119.5521240234375]",1
frame_0067.png,extras,cardboard_box,stacked box,stacked box.,0.2,0.2,2,0.3452,"[817.7619018554688, 1011.627197265625, 903.9230346679688, 1119.7601318359375]",1
frame_0067.png,extras,cardboard_box,outdoor cardboard box,outdoor cardboard box.,0.2,0.2,2,0.5486,"[814.18212890625, 1007.7282104492188, 906.8208618164062, 1121.977783203125]",1
frame_0067.png,extras,chair,chair,chair.,0.2,0.2,5,0.3809,"[2215.62548828125, 697.9813232421875, 2639.976806640625, 987.5667114257812]",1
frame_0067.png,extras,chair,armless chair,armless chair.,0.2,0.2,1,0.7487,"[2183.181396484375, 693.74951171875, 2738.7666015625, 1305.0074462890625]",1
frame_0067.png,extras,chair,outdoor chair,outdoor chair.,0.2,0.2,3,0.5761,"[2183.47607421875, 693.6253662109375, 2737.9541015625, 1303.606201171875]",1
frame_0067.png,extras,chair,plastic chair,plastic chair.,0.2,0.2,4,0.3762,"[928.26318359375, 932.361083984375, 1091.2640380859375, 1125.5465087890625]",1
frame_0067.png,extras,chair,folding chair,folding chair.,0.2,0.2,2,0.5286,"[2185.638916015625, 696.67626953125, 2736.839111328125, 1302.716552734375]",1
frame_0067.png,extras,chair,metal chair,metal chair.,0.2,0.2,5,0.4209,"[2180.18798828125, 690.510009765625, 2740.886962890625, 1304.63623046875]",1
frame_0067.png,extras,electric_utility_vehicle,electric utility vehicle,electric utility vehicle.,0.2,0.2,4,0.6568,"[2182.800537109375, 695.303466796875, 2738.50146484375, 1306.3106689453125]",1
frame_0067.png,extras,electric_utility_vehicle,small electric cart,small electric cart.,0.2,0.2,2,0.6062,"[2175.430419921875, 690.7890625, 2744.572998046875, 1311.7635498046875]",1
frame_0067.png,extras,electric_utility_vehicle,utility vehicle,utility vehicle.,0.2,0.2,5,0.7451,"[2184.04345703125, 695.5435791015625, 2737.385009765625, 1305.548583984375]",1
frame_0067.png,extras,electric_utility_vehicle,golf cart,golf cart.,0.2,0.2,3,0.5782,"[2184.480224609375, 695.8704833984375, 2737.4140625, 1305.655029296875]",1
frame_0067.png,extras,electric_utility_vehicle,electric cart,electric cart.,0.2,0.2,2,0.6282,"[2183.00439453125, 695.06298828125, 2737.9375, 1306.068115234375]",1
frame_0067.png,extras,electric_utility_vehicle,small white utility vehicle,small white utility vehicle.,0.2,0.2,1,0.6921,"[2177.5771484375, 692.4446411132812, 2743.34130859375, 1308.894287109375]",1
frame_0067.png,extras,electric_utility_vehicle,white utility cart,white utility cart.,0.2,0.2,3,0.4032,"[2180.0380859375, 694.1205444335938, 2740.199951171875, 1305.9716796875]",1
